SiteID,Name,PI,Data_Use_Policy,AmeriFlux_BASE_Data,AmeriFlux_FLUXNET_Data,IGBP,IGBP_Description,Koppen,Koppen_Description,MAP,MAT,Country,Latitude,Longitude,Elevation,Years_of_AmeriFlux_BASE_Data,AmeriFlux_BASE_DOI,Years_of_AmeriFlux_FLUXNET_Data,AmeriFlux_FLUXNET_DOI,SiteStart,SiteEnd,BASE_variables_available,FLUXNET_variables_available,Number_of_years,Wetness_Index
US-Mo2,LTAR CMRB Tucker Prairie (CMRB TP),Adam Schreiner-McGraw (Adam.Schreiner-McGraw@usda.gov),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",981,12,USA,38.9488,-91.9945,275,"2018, 2019, 2020, 2021, 2022, 2023",https://doi.org/10.17190/AMF/1902276,"2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/2229383,2017,,"CO2, CO2_MIXING_RATIO, CO2_SIGMA, FC, G, GPP, H, H2O, H2O_MIXING_RATIO, H2O_SIGMA, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RECO, RH, SG, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA",,4,0.752
US-Mo3,LTAR CMRB Field 3 (CMRB BAU),Adam Schreiner-McGraw (Adam.Schreiner-McGraw@usda.gov),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",981,12,USA,39.2311,-92.1497,261,"2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1870589,"2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/2229384,2016,,"CO2, CO2_MIXING_RATIO, CO2_SIGMA, FC, G, GPP, H, H2O, H2O_MIXING_RATIO, H2O_SIGMA, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RECO, RH, SG, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA",,6,0.7506
US-MOz,Missouri Ozark Site,Lianhong Gu (lianhong-gu@ornl.gov),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",986,12.11,USA,38.7441,-92.2,219.4,"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1246081,"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019",https://doi.org/10.17190/AMF/1854370,2004,,"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_IN, SW_OUT, TA, TS, USTAR, WD, WS",,16,0.7388
US-Mpj,Mountainair Pinyon-Juniper Woodland,Marcy Litvak (mlitvak@unm.edu),CC-BY-4.0,Yes,Yes,WSA,"Woody Savannas: Lands with herbaceous and other understory systems, and with forest canopy cover between 30-60%. The forest cover height exceeds 2 meters.",Bsk,Steppe: warm winter,385,10.5,USA,34.4385,-106.2377,2196,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",https://doi.org/10.17190/AMF/1246123,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",https://doi.org/10.17190/AMF/1832161,2007,,"CO2, FC, H, H2O, LE, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_IN, RH, SW_IN, SW_OUT, TA, USTAR, VPD, WD, WS",,13,0.2198
US-Myb,Mayberry Wetland,Dennis Baldocchi (baldocchi@berkeley.edu),CC-BY-4.0,Yes,Yes,WET,"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water",Csa,"Mediterranean: mild with dry, hot summer",338,15.9,USA,38.0499,-121.765,-4,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1246139,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1871139,2010,,"CH4, CO2, COND_WATER, FC, FCH4, FCH4_SSITC_TEST, FC_SSITC_TEST, GPP, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, MO_LENGTH, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RECO, RH, SPEC_NIR_IN, SPEC_NIR_OUT, SPEC_RED_IN, SPEC_RED_OUT, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WTD, ZL",,12,0.2009
US-NC1,NC_Clearcut,Asko Noormets (noormets@tamu.edu),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1320,16.6,USA,35.8118,-76.7119,5,"2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012",https://doi.org/10.17190/AMF/1246082,"2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012",https://doi.org/10.17190/AMF/1902836,2005,2013,"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL",,8,0.8941
US-NC3,NC_Clearcut#3,Asko Noormets (noormets@tamu.edu),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1320,16.6,USA,35.799,-76.656,5,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1419506,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/2204872,2013,2021,"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, SH, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, WTD, ZL",,9,0.8911
US-NC4,NC_AlligatorRiver,Asko Noormets (noormets@tamu.edu),CC-BY-4.0,Yes,Yes,WET,"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water",Cfa,"Humid Subtropical: mild with no dry season, hot summer",1311,16.6,USA,35.7879,-75.9038,1,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1480314,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1902837,2009,,"CH4, CO2, FC, FCH4, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, SH, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, WTD, ZL",,13,0.9588
US-Ne1,Mead - irrigated continuous maize site,Andy Suyker (asuyker1@unl.edu),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Dfa,"Humid Continental: humid with severe winter, no dry season, hot summer",790.37,10.07,USA,41.1651,-96.4766,361,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1246084,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",https://doi.org/10.17190/AMF/1871140,2001,,"CO2, FAPAR, FC, G, GPP, H, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_DIF, PPFD_DIR, PPFD_IN, PPFD_OUT, RECO, RH, SC, SWC, SW_IN, SW_OUT, TA, TS, USTAR, WD, WS, ZL",,20,0.5789
US-NGB,NGEE Arctic Barrow,Margaret Torn (mstorn@lbl.gov),CC-BY-4.0,Yes,Yes,SNO,Snow and Ice: Lands under snow/ice cover most of the year. ,ET,Tundra,171,-11.27,USA,71.28,-156.6092,5.273,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",https://doi.org/10.17190/AMF/1436326,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019",https://doi.org/10.17190/AMF/1832162,2012,2023,"ALB, CH4, CO2, FC, FCH4, FETCH_90, FETCH_MAX, FH2O, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NETRAD, PA, PPFD_IN, PPFD_OUT, RH, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL",,8,0.4603
US-NGC,NGEE Arctic Council,Margaret Torn (mstorn@lbl.gov),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",ET,Tundra,,,USA,64.8618,-163.7002,35,"2017, 2018, 2019, 2020, 2021, 2022, 2023",https://doi.org/10.17190/AMF/1634883,"2017, 2018, 2019",https://doi.org/10.17190/AMF/1902838,2017,2023,"ALB, CH4, CO2, CO2_SIGMA, FC, FCH4, FETCH_90, FETCH_MAX, FH2O, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NETRAD, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL",,3,0.795
US-NR1,Niwot Ridge Forest (LTER NWT1),Peter Blanken (Blanken@Colorado.EDU),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Dfc,"Subarctic: severe winter, no dry season, cool summer",800,1.5,USA,40.0329,-105.5464,3050,"1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1246088,"1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016",https://doi.org/10.17190/AMF/1871141,1998,,"CO2, CO2C13, FC, G, H, LE, LEAF_WET, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SB, SC, SG, SH, SLE, SWC, SW_IN, SW_OUT, TA, TAU, T_BOLE, TS, USTAR, VPD, WD, WS, ZL",,19,0.4307
US-Oho,Oak Openings,Jiquan Chen (jqchen@msu.edu),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dfa,"Humid Continental: humid with severe winter, no dry season, hot summer",849,10.1,USA,41.5545,-83.8438,230,"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",https://doi.org/10.17190/AMF/1246089,"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",https://doi.org/10.17190/AMF/2229385,2004,2013,"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, RH, SC, SWC, SW_IN, SW_OUT, SWP, TA, THROUGHFALL, TS, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WTD, ZL",,10,0.7605
US-ONA,Florida pine flatwoods,Maria Silveira (mlas@ufl.edu),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",1268,22.3,USA,27.3836,-81.9509,25,"2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1660350,"2015, 2016, 2017, 2018, 2019, 2020",https://doi.org/10.17190/AMF/1832163,2016,,"CH4, CO2, CO2_SIGMA, FC, FCH4, FCH4_SSITC_TEST, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, G, H, H2O, H2O_SIGMA, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, MO_LENGTH, NETRAD, PA, PPFD_IN, P_RAIN, RH, SC, SCH4, SH, SLE, SWC, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, WTD, ZL",,6,0.7278
US-ORv,Olentangy River Wetland Research Park,Gil Bohrer (bohrer.17@osu.edu),CC-BY-4.0,Yes,Yes,WET,"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water",Cfa,"Humid Subtropical: mild with no dry season, hot summer",1499.1,11.63,USA,40.0201,-83.0183,221,"2011, 2012, 2013, 2014, 2015, 2016",https://doi.org/10.17190/AMF/1246135,"2011, 2012, 2013, 2014, 2015, 2016",https://doi.org/10.17190/AMF/1832164,2011,2016,"CH4, CO2, FC, FCH4, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, PA, PPFD_IN, RECO, RH, SC, SW_IN, SW_OUT, TA, TS, USTAR, WD, WS",,6,0.7582
US-OWC,Old Woman Creek,Gil Bohrer (bohrer.17@osu.edu),CC-BY-4.0,Yes,Yes,WET,"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water",Dfb,Warm Summer Continental: significant precipitation in all seasons ,930,10.7,USA,41.3795,-82.5125,174,"2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",https://doi.org/10.17190/AMF/1418679,"2015, 2016",https://doi.org/10.17190/AMF/1871142,2015,,"CH4, CO2, FC, FCH4, GPP, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RECO, RH, SW_IN, SW_OUT, TA, TS, USTAR, VPD, WD, WS, WTD",,2,0.7826
US-Pnp,"Lake Mendota, Picnic Point Site",Ankur Desai (desai@aos.wisc.edu),CC-BY-4.0,Yes,Yes,WAT,"Water Bodies : Oceans, seas, lakes, reservoirs, and rivers. Can be either fresh or salt- water bodies.",Dfa,"Humid Continental: humid with severe winter, no dry season, hot summer",875,7.94,USA,43.0896,-89.4158,260,"2016, 2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1433376,"2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/2229386,2016,,"CO2, COND_WATER, DO, FC, H, H2O, LE, LW_IN, P, PA, PCO2, RH, SW_IN, TA, TW, USTAR, VPD, WD, WS",,6,0.7598
US-RGA,Arkansas Corn Farm,Sebastien C. Biraud (SCBiraud@lbl.gov),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Csa,"Mediterranean: mild with dry, hot summer",1250,16.7,USA,34.4159,-91.6733,61,"2021, 2022, 2023",https://doi.org/10.17190/AMF/1880913,2021,https://doi.org/10.17190/AMF/2204873,2021,,"CO2, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, G, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, MO_LENGTH, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX",,1,0.8405
US-RGB,Butte County Rice Farm,Sebastien C. Biraud (SCBiraud@lbl.gov),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Csa,"Mediterranean: mild with dry, hot summer",737,16,USA,39.5782,-121.8579,33,"2021, 2022, 2023",https://doi.org/10.17190/AMF/1870591,2021,https://doi.org/10.17190/AMF/2204874,2021,,"CO2, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, G, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, MO_LENGTH, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX",,1,0.3137
US-RGo,Glenn County Organic Rice Farm,Sebastien C. Biraud (SCBiraud@lbl.gov),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Csa,"Mediterranean: mild with dry, hot summer",610,16,USA,39.6805,-122.0026,40,"2021, 2022, 2023",https://doi.org/10.17190/AMF/1880914,2021,https://doi.org/10.17190/AMF/2204875,2021,,"CO2, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, G, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, MO_LENGTH, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX",,1,0.3022
US-Rls,RCEW Low Sagebrush,Gerald Flerchinger (gerald.flerchinger@usda.gov),CC-BY-4.0,Yes,Yes,CSH,Closed Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover >60%. The shrub foliage can be either evergreen or deciduous.,Bsh,Steppe: very cold winter,333,8.4,USA,43.1439,-116.7356,1608,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1418682,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/2229387,2014,,"CO2, D_SNOW, FC, FETCH_70, FETCH_90, FETCH_FILTER, FETCH_MAX, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, SLE, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, ZL",,8,0.2429
US-Rms,RCEW Mountain Big Sagebrush,Gerald Flerchinger (gerald.flerchinger@usda.gov),CC-BY-4.0,Yes,Yes,CSH,Closed Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover >60%. The shrub foliage can be either evergreen or deciduous.,Bsh,Steppe: very cold winter,800,5.4,USA,43.0645,-116.7486,2111,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1375202,"2014, 2015, 2016, 2017, 2018, 2019, 2020",https://doi.org/10.17190/AMF/1881587,2014,,"CO2, D_SNOW, FC, FETCH_70, FETCH_90, FETCH_FILTER, FETCH_MAX, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, SLE, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, ZL",,7,0.3529
US-Ro1,Rosemount- G21,Timothy Griffis (tgriffis@umn.edu),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Dfa,"Humid Continental: humid with severe winter, no dry season, hot summer",879,6.4,USA,44.7143,-93.0898,290,"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016",https://doi.org/10.17190/AMF/1246092,"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016",https://doi.org/10.17190/AMF/1881588,2003,2017,"ALB, CO2, FC, G, GPP, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_IN, RECO, RH, SC, SH, SLE, SWC, SW_IN, SW_OUT, TA, T_CANOPY, TS, USTAR, VPD, WD, WS, ZL",,13,0.7008
US-Ro2,Rosemount- C7,Timothy Griffis (tgriffis@umn.edu),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Dfa,"Humid Continental: humid with severe winter, no dry season, hot summer",879,6.4,USA,44.7288,-93.0888,292,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016",https://doi.org/10.17190/AMF/1418683,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016",https://doi.org/10.17190/AMF/2204876,2003,2017,"ALB, CO2, FC, G, GPP, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_IN, RECO, RH, SC, SH, SLE, SW_IN, SW_OUT, TA, T_CANOPY, TS, USTAR, VPD, WD, WS, ZL",,9,0.7096
US-Ro4,Rosemount Prairie,Timothy Griffis (tgriffis@umn.edu),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Dfa,"Humid Continental: humid with severe winter, no dry season, hot summer",879,6.4,USA,44.6781,-93.0723,274,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",https://doi.org/10.17190/AMF/1419507,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1881589,2014,,"ALB, CO2, FC, G, GPP, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_IN, RECO, RH, SC, SH, SLE, SWC, SW_IN, SW_OUT, TA, T_CANOPY, TS, USTAR, VPD, WD, WS, ZL",,8,0.7088
US-Ro5,Rosemount I18_South,Timothy Griffis (tgriffis@umn.edu),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Dfa,"Humid Continental: humid with severe winter, no dry season, hot summer",879,6.4,USA,44.691,-93.0576,283,"2017, 2018, 2019, 2020, 2021, 2022, 2023",https://doi.org/10.17190/AMF/1419508,"2017, 2018, 2019, 2020",https://doi.org/10.17190/AMF/1818371,2017,,"ALB, CO2, FC, G, GPP, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_IN, RECO, RH, SC, SH, SLE, SWC, SW_IN, SW_OUT, TA, T_CANOPY, TS, USTAR, VPD, WD, WS, ZL",,4,0.7068
US-Ro6,Rosemount I18_North,Timothy Griffis (tgriffis@umn.edu),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Dfa,"Humid Continental: humid with severe winter, no dry season, hot summer",879,6.4,USA,44.6946,-93.0578,282,"2017, 2018, 2019, 2020, 2021, 2022, 2023",https://doi.org/10.17190/AMF/1419509,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1881590,2017,,"ALB, CO2, FC, G, GPP, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_IN, RECO, RH, SC, SH, SLE, SWC, SW_IN, SW_OUT, TA, T_CANOPY, TS, USTAR, VPD, WD, WS, ZL",,5,0.7094
US-Rpf,Poker Flat Research Range: Succession from fire scar to deciduous forest,Yoshinobu Harazono (harazono2009gl@gmail.com),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dwc,"Subarctic: severe, dry winter, cool summer ",450,-0.8,USA,65.1198,-147.429,497,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1579540,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/2229388,2008,,"CO2, D_SNOW, FC, FETCH_80, G, GPP, H, LE, LW_IN, LW_OUT, NEE, NETRAD, PA, PPFD_IN, PPFD_OUT, P_RAIN, RECO, RH, SC, SWC, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA",,14,0.4805
